Topic,Category,Title,Url,Author,Date
Thời sự,Chính trị,Phê duyệt đầu tư xây 3 trụ sở cơ quan nhà nước,https://vietnamnet.vn/phe-duyet-dau-tu-xay-3-tru-so-co-quan-nha-nuoc-366452.html,,"
                            12/04/2017   19:13 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng: Y học cổ truyền là một kho báu,https://vietnamnet.vn/thu-tuong-y-hoc-co-truyen-la-mot-kho-bau-366344.html,,"
                            12/04/2017   17:36 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng ấn tượng với Ninh Bình: 'Tỉnh nhỏ làm được nhiều việc lớn',https://vietnamnet.vn/thu-tuong-an-tuong-voi-ninh-binh-tinh-nho-lam-duoc-nhieu-viec-lon-365604.html,,"
                            07/04/2017   20:55 (GMT+07:00)
                        "
Thời sự,Chính trị,Triển khai kênh thông tin tương tác giữa Chính phủ với người dân,https://vietnamnet.vn/trien-khai-kenh-thong-tin-tuong-tac-giua-chinh-phu-voi-nguoi-dan-365607.html,,"
                            07/04/2017   21:17 (GMT+07:00)
                        "
Thời sự,Chính trị,Tổng bí thư Lê Duẩn để lại một  di sản vô cùng quý báu,https://vietnamnet.vn/tong-bi-thu-le-duan-de-lai-mot-di-san-vo-cung-quy-bau-365459.html,,"
                            07/04/2017   12:07 (GMT+07:00)
                        "
Thời sự,Chính trị,Phó Thủ tướng chỉ đạo chỉnh sửa bất hợp lý trong thu phí trạm Bến Thủy,https://vietnamnet.vn/pho-thu-tuong-chi-dao-chinh-sua-bat-hop-ly-trong-thu-phi-tram-ben-thuy-365273.html,,"
                            05/04/2017   17:14 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Chủ tịch Quốc hội gặp Thị trưởng thành phố Stockholm, Thụy Điển",https://vietnamnet.vn/chu-tich-quoc-hoi-gap-thi-truong-thanh-pho-stockholm-thuy-dien-365608.html,,"
                            07/04/2017   21:19 (GMT+07:00)
                        "
Thời sự,Chính trị,"Quyết định nhân sự của Chủ tịch nước, Thủ tướng",https://vietnamnet.vn/quyet-dinh-nhan-su-cua-chu-tich-nuoc-thu-tuong-365651.html,,"
                            08/04/2017   09:46 (GMT+07:00)
                        "
Thời sự,Chính trị,Ông Nguyễn Thiện Nhân: Tham nhũng không thể có đường lùi,https://vietnamnet.vn/ong-nguyen-thien-nhan-tham-nhung-khong-the-co-duong-lui-365710.html,,"
                            08/04/2017   15:37 (GMT+07:00)
                        "
Thời sự,Chính trị,Triển khai quyết định của Bộ Chính trị về công tác cán bộ,https://vietnamnet.vn/trien-khai-quyet-dinh-cua-bo-chinh-tri-ve-cong-tac-can-bo-364952.html,,"
                            04/04/2017   11:11 (GMT+07:00)
                        "
Thời sự,Chính trị,Khiển trách trưởng phòng trộm trứng vịt tại hội chợ,https://vietnamnet.vn/khien-trach-truong-phong-trom-trung-vit-tai-hoi-cho-364975.html,,"
                            04/04/2017   11:48 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước gửi điện thăm hỏi về vụ khủng bố tại Nga,https://vietnamnet.vn/chu-tich-nuoc-gui-dien-tham-hoi-ve-vu-khung-bo-tai-nga-364981.html,,"
                            04/04/2017   12:19 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng yêu cầu khẩn trương điều tra vụ chìm tàu Hải Thành 26,https://vietnamnet.vn/thu-tuong-yeu-cau-khan-truong-dieu-tra-vu-chim-tau-hai-thanh-26-364891.html,,"
                            04/04/2017   09:32 (GMT+07:00)
                        "
Thời sự,Quốc hội,ĐBQH lên tiếng về đề xuất cách chức ông Võ Kim Cự,https://vietnamnet.vn/dbqh-len-tieng-ve-de-xuat-cach-chuc-ong-vo-kim-cu-364971.html,,"
                            04/04/2017   12:24 (GMT+07:00)
                        "
Thời sự,,Thủ tướng yêu cầu Đà Nẵng báo cáo dự án du lịch tại Sơn Trà,https://vietnamnet.vn/thu-tuong-yeu-cau-da-nang-bao-cao-du-an-du-lich-tai-son-tra-364989.html,,"
                            04/04/2017   14:11 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước tiếp đại biểu cựu cán bộ Điệp báo An ninh T4,https://vietnamnet.vn/chu-tich-nuoc-tiep-dai-bieu-cuu-can-bo-diep-bao-an-ninh-t4-365096.html,,"
                            04/04/2017   22:54 (GMT+07:00)
                        "
Thời sự,Chính trị,Tẩu tán nhân sự,https://vietnamnet.vn/tau-tan-nhan-su-364936.html,,"
                            05/04/2017   03:04 (GMT+07:00)
                        "
Thời sự,Chính trị,"Quyết định nhân sự của Ban Bí thư, tập đoàn Petrolimex",https://vietnamnet.vn/quyet-dinh-nhan-su-cua-ban-bi-thu-tap-doan-petrolimex-364366.html,,"
                            31/03/2017   15:52 (GMT+07:00)
                        "
Giải trí,Sách,Trưởng ban Tuyên giáo TƯ Võ Văn Thưởng: Hội Nhà văn cống hiến cho nhân dân nhiều tác phẩm có giá trị,https://vietnamnet.vn/truong-ban-tuyen-giao-tu-vo-van-thuong-hoi-nha-van-cong-hien-cho-nhan-dan-nhieu-tac-pham-co-gia-tri-365135.html,,"
                            05/04/2017   09:13 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng: Nhà nước hỗ trợ 55.000 tỷ xây đường bộ cao tốc Bắc - Nam,https://vietnamnet.vn/thu-tuong-nha-nuoc-ho-tro-55000-ty-xay-duong-bo-cao-toc-bac-nam-365306.html,,"
                            05/04/2017   19:13 (GMT+07:00)
                        "
Thời sự,Chính trị,Mỹ trao giải cho blogger Mẹ Nấm là không phù hợp,https://vietnamnet.vn/my-trao-giai-cho-blogger-me-nam-la-khong-phu-hop-364197.html,,"
                            30/03/2017   18:16 (GMT+07:00)
                        "
Thời sự,Chính trị,Dòng cảm tưởng của Tổng bí thư về nhà lãnh đạo kiệt xuất Lê Duẩn,https://vietnamnet.vn/dong-cam-tuong-cua-tong-bi-thu-ve-nha-lanh-dao-kiet-xuat-le-duan-365237.html,,"
                            05/04/2017   17:12 (GMT+07:00)
                        "
Thời sự,Chính trị,"Quyết định nhân sự của Ban Bí thư, Thủ tướng",https://vietnamnet.vn/quyet-dinh-nhan-su-cua-ban-bi-thu-thu-tuong-363804.html,,"
                            28/03/2017   17:59 (GMT+07:00)
                        "
Thời sự,Chính trị,'Chúng tôi mê mô hình nhất thể hóa của Quảng Ninh',https://vietnamnet.vn/chung-toi-me-mo-hinh-nhat-the-hoa-cua-quang-ninh-363624.html,,"
                            27/03/2017   21:20 (GMT+07:00)
                        "
Thời sự,Chính trị,Sẽ tháo dỡ biệt thự không phép của Phó Ban Nội chính tỉnh,https://vietnamnet.vn/se-thao-do-biet-thu-khong-phep-cua-pho-ban-noi-chinh-tinh-364386.html,,"
                            31/03/2017   16:39 (GMT+07:00)
                        "
Thời sự,Chính trị,"Điều động, bổ nhiệm nhân sự: Quân khu 2, Tổng cục Đường bộ",https://vietnamnet.vn/dieu-dong-bo-nhiem-nhan-su-quan-khu-2-tong-cuc-duong-bo-363711.html,,"
                            28/03/2017   12:34 (GMT+07:00)
                        "
Thời sự,Chính trị,TP HCM: Không tán đồng lập 'siêu sở',https://vietnamnet.vn/tp-hcm-khong-tan-dong-lap-sieu-so-363626.html,,"
                            27/03/2017   21:03 (GMT+07:00)
                        "
Thời sự,Chính trị,Ấn Độ sẽ giúp Việt Nam phát triển năng lượng tái tạo,https://vietnamnet.vn/an-do-se-giup-viet-nam-phat-trien-nang-luong-tai-tao-363809.html,,"
                            28/03/2017   18:34 (GMT+07:00)
                        "
Thời sự,,Đà Nẵng: Phó giám đốc sở bị điều chuyển vì có ‘dư luận’,https://vietnamnet.vn/da-nang-pho-giam-doc-so-bi-dieu-chuyen-vi-co-du-luan-363782.html,,"
                            28/03/2017   17:51 (GMT+07:00)
                        "
Thời sự,Quốc hội,Bí thư Hải Dương: Lãnh đạo nhiều hơn nhân viên không phải tỉnh tự nghĩ ra,https://vietnamnet.vn/bi-thu-hai-duong-lanh-dao-nhieu-hon-nhan-vien-khong-phai-tinh-tu-nghi-ra-363759.html,,"
                            28/03/2017   21:05 (GMT+07:00)
                        "
Thời sự,Chính trị,Phó Thủ tướng: Chuẩn bị APEC cần chu đáo và tiết kiệm,https://vietnamnet.vn/pho-thu-tuong-chuan-bi-apec-can-chu-dao-va-tiet-kiem-365298.html,,"
                            05/04/2017   18:31 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng chỉ đạo tìm kiếm tàu chìm trên biển Vũng Tàu,https://vietnamnet.vn/thu-tuong-chi-dao-tim-kiem-tau-chim-tren-bien-vung-tau-363847.html,,"
                            29/03/2017   07:50 (GMT+07:00)
                        "
Thời sự,Chính trị,Đoàn Thị Hương có luật sư bào chữa chính thức,https://vietnamnet.vn/doan-thi-huong-co-luat-su-bao-chua-chinh-thuc-364013.html,,"
                            29/03/2017   19:21 (GMT+07:00)
                        "
Thời sự,Chính trị,Cuộc đối thoại thẳng thắn giữa Bộ trưởng TT&TT và Đại sứ Mỹ,https://vietnamnet.vn/cuoc-doi-thoai-thang-than-giua-bo-truong-tttt-va-dai-su-my-362603.html,,"
                            21/03/2017   19:51 (GMT+07:00)
                        "
Thời sự,Chính trị,Phu nhân Thủ tướng Lý Hiển Long giản dị ở TP.HCM,https://vietnamnet.vn/phu-nhan-thu-tuong-ly-hien-long-gian-di-o-tphcm-362551.html,,"
                            21/03/2017   15:46 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng tham quan công nghệ sản xuất điện rác đầu tiên của VN,https://vietnamnet.vn/thu-tuong-tham-quan-cong-nghe-san-xuat-dien-rac-dau-tien-cua-vn-362068.html,,"
                            18/03/2017   18:23 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng: Thu hồi biển 80A, 80B của hơn 500 xe doanh nghiệp",https://vietnamnet.vn/thu-tuong-thu-hoi-bien-80a-80b-cua-hon-500-xe-doanh-nghiep-362709.html,,"
                            22/03/2017   13:39 (GMT+07:00)
                        "
Thời sự,An toàn giao thông,Bộ GTVT không chèn ép kinh doanh vận tải qua phần mềm Uber,https://vietnamnet.vn/bo-gtvt-khong-chen-ep-kinh-doanh-van-tai-qua-phan-mem-uber-362604.html,,"
                            21/03/2017   21:10 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng yêu cầu kiểm tra cửa hàng 'chỉ bán cho người TQ',https://vietnamnet.vn/thu-tuong-yeu-cau-kiem-tra-cua-hang-chi-ban-cho-nguoi-tq-364002.html,,"
                            29/03/2017   18:17 (GMT+07:00)
                        "
Thời sự,Chính trị,Bộ trưởng GTVT: Tập trung cao độ tìm kiếm 9 thuyền viên mất tích,https://vietnamnet.vn/bo-truong-gtvt-tap-trung-cao-do-tim-kiem-9-thuyen-vien-mat-tich-364031.html,,"
                            30/03/2017   00:18 (GMT+07:00)
                        "
Thời sự,Chính trị,Tuyên dương 16 đảng viên tiêu biểu các cơ quan TƯ,https://vietnamnet.vn/tuyen-duong-16-dang-vien-tieu-bieu-cac-co-quan-tu-362795.html,,"
                            22/03/2017   19:49 (GMT+07:00)
                        "
Thời sự,Chính trị,Vợ chồng Thủ tướng Lý Hiển Long đi siêu thị ở TP.HCM,https://vietnamnet.vn/vo-chong-thu-tuong-ly-hien-long-di-sieu-thi-o-tphcm-362697.html,,"
                            22/03/2017   12:46 (GMT+07:00)
                        "
Thời sự,Chính trị,Hình ảnh lễ đón chính thức Tổng thống Israel,https://vietnamnet.vn/hinh-anh-le-don-chinh-thuc-tong-thong-israel-362251.html,,"
                            20/03/2017   10:45 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng: Không để các tài năng bị thui chột,https://vietnamnet.vn/thu-tuong-khong-de-cac-tai-nang-bi-thui-chot-362153.html,,"
                            19/03/2017   17:18 (GMT+07:00)
                        "
Thời sự,Chính trị,Đại sứ Phạm Sanh Châu ứng cử chức Tổng Giám đốc UNESCO,https://vietnamnet.vn/dai-su-pham-sanh-chau-ung-cu-chuc-tong-giam-doc-unesco-362122.html,,"
                            19/03/2017   11:45 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch nước trao huân chương Quân công cho Binh chủng Đặc công,https://vietnamnet.vn/chu-tich-nuoc-trao-huan-chuong-quan-cong-cho-binh-chung-dac-cong-362142.html,,"
                            19/03/2017   16:13 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng: Nguy cơ 'xâm thực' gạo từ nước ngoài mới đáng sợ,https://vietnamnet.vn/thu-tuong-nguy-co-xam-thuc-gao-tu-nuoc-ngoai-moi-dang-so-361556.html,,"
                            15/03/2017   19:27 (GMT+07:00)
                        "
Thời sự,Chính trị,Dân còn e ngại 'chấm điểm' chính quyền,https://vietnamnet.vn/dan-con-e-ngai-cham-diem-chinh-quyen-361273.html,,"
                            14/03/2017   21:09 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Giao thừa cũng nhận tin nhắn tố cáo, không để lộn xộn như thế",https://vietnamnet.vn/giao-thua-cung-nhan-tin-nhan-to-cao-khong-de-lon-xon-nhu-the-361243.html,,"
                            14/03/2017   17:05 (GMT+07:00)
                        "
Thời sự,Chính trị,Đại diện ĐSQ Việt Nam thăm công dân Đoàn Thị Hương,https://vietnamnet.vn/dai-dien-dsq-viet-nam-tham-cong-dan-doan-thi-huong-361560.html,,"
                            15/03/2017   19:44 (GMT+07:00)
                        "
Thời sự,Quốc hội,Chủ tịch QH: Du lịch còn nhiều ‘cô gái đẹp’ chưa ai đánh thức,https://vietnamnet.vn/chu-tich-qh-du-lich-con-nhieu-co-gai-dep-chua-ai-danh-thuc-361348.html,,"
                            14/03/2017   20:56 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng yêu cầu chấm dứt nhận ô tô doanh nghiệp biếu, tặng",https://vietnamnet.vn/thu-tuong-yeu-cau-cham-dut-nhan-o-to-doanh-nghiep-bieu-tang-361121.html,,"
                            13/03/2017   17:54 (GMT+07:00)
                        "
Thời sự,Chính trị,Israel hỗ trợ Việt Nam xử lý đất nhiễm chất độc da cam,https://vietnamnet.vn/israel-ho-tro-viet-nam-xu-ly-dat-nhiem-chat-doc-da-cam-362291.html,,"
                            20/03/2017   14:16 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng: An Giang phải đặt vấn đề xuất khẩu lương thực giá trị gia tăng cao,https://vietnamnet.vn/thu-tuong-an-giang-phai-dat-van-de-xuat-khau-luong-thuc-gia-tri-gia-tang-cao-361373.html,,"
                            14/03/2017   22:45 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng có thêm một trợ lý,https://vietnamnet.vn/thu-tuong-co-them-mot-tro-ly-360367.html,,"
                            08/03/2017   22:43 (GMT+07:00)
                        "
Thời sự,Chính trị,Bà Nguyễn Thị Thu Hà tái đắc cử Chủ tịch Hội LHPN Việt Nam,https://vietnamnet.vn/ba-nguyen-thi-thu-ha-tai-dac-cu-chu-tich-hoi-lhpn-viet-nam-360408.html,,"
                            09/03/2017   09:43 (GMT+07:00)
                        "
Thời sự,Chính trị,Kết luận ông Vũ Huy Hoàng bổ nhiệm sai nhiều trường hợp,https://vietnamnet.vn/ket-luan-ong-vu-huy-hoang-bo-nhiem-sai-nhieu-truong-hop-360359.html,,"
                            08/03/2017   20:37 (GMT+07:00)
                        "
Thời sự,Chính trị,Lập 4 đoàn thanh tra bồi thường thiệt hại vụ Formosa,https://vietnamnet.vn/lap-4-doan-thanh-tra-boi-thuong-thiet-hai-vu-formosa-360342.html,,"
                            08/03/2017   23:35 (GMT+07:00)
                        "
Thời sự,Chính trị,"Bất cứ tình huống nào, Cảnh sát cơ động phải giữ vững an ninh quốc gia",https://vietnamnet.vn/bat-cu-tinh-huong-nao-canh-sat-co-dong-phai-giu-vung-an-ninh-quoc-gia-360538.html,,"
                            09/03/2017   19:01 (GMT+07:00)
                        "
Thời sự,Chính trị,Bộ Công thương lên tiếng về kết luận thanh tra của Bộ Nội vụ,https://vietnamnet.vn/bo-cong-thuong-len-tieng-ve-ket-luan-thanh-tra-cua-bo-noi-vu-360371.html,,"
                            09/03/2017   01:00 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng giao Đà Nẵng bổ sung quy hoạch hầm chui sông Hàn,https://vietnamnet.vn/thu-tuong-giao-da-nang-bo-sung-quy-hoach-ham-chui-song-han-360450.html,,"
                            09/03/2017   14:40 (GMT+07:00)
                        "
Thời sự,Chính trị,Ông Nguyễn Xuân Anh: Bãi biển bốc mùi hôi ai dám đến,https://vietnamnet.vn/ong-nguyen-xuan-anh-bai-bien-boc-mui-hoi-ai-dam-den-360438.html,,"
                            09/03/2017   12:27 (GMT+07:00)
                        "
Thời sự,Chính trị,Đẩy mạnh hợp tác các nước không có biển và trung chuyển,https://vietnamnet.vn/day-manh-hop-tac-cac-nuoc-khong-co-bien-va-trung-chuyen-360503.html,,"
                            09/03/2017   18:36 (GMT+07:00)
                        "
Thời sự,Chính trị,Bộ trưởng Y tế tiếp tục làm giáo sư thỉnh giảng ĐH Oxford,https://vietnamnet.vn/bo-truong-y-te-tiep-tuc-lam-giao-su-thinh-giang-dh-oxford-360645.html,,"
                            10/03/2017   13:54 (GMT+07:00)
                        "
Thời sự,Chính trị,'Lấy lòng dân ở biên giới để bảo vệ vững chắc chủ quyền',https://vietnamnet.vn/lay-long-dan-o-bien-gioi-de-bao-ve-vung-chac-chu-quyen-360665.html,,"
                            10/03/2017   19:49 (GMT+07:00)
                        "
Thời sự,Chính trị,Đại sứ Mỹ đi xe đạp khám phá Hà Giang,https://vietnamnet.vn/dai-su-my-di-xe-dap-kham-pha-ha-giang-360652.html,,"
                            10/03/2017   14:58 (GMT+07:00)
                        "
Thời sự,Chính trị,Nhà vua và Hoàng hậu Nhật Bản thăm Đại nội Huế,https://vietnamnet.vn/nha-vua-va-hoang-hau-nhat-ban-tham-dai-noi-hue-359644.html,,"
                            04/03/2017   17:00 (GMT+07:00)
                        "
Thời sự,Chính trị,"'Dân bức xúc bộ máy chi tiêu nhiều, hoạt động kém'",https://vietnamnet.vn/dan-buc-xuc-bo-may-chi-tieu-nhieu-hoat-dong-kem-359656.html,,"
                            04/03/2017   19:29 (GMT+07:00)
                        "
Thời sự,Chính trị,Một số nguyên lãnh đạo bị ung thư điều trị kịp thời vẫn khoẻ mạnh,https://vietnamnet.vn/mot-so-nguyen-lanh-dao-bi-ung-thu-dieu-tri-kip-thoi-van-khoe-manh-359643.html,,"
                            04/03/2017   18:01 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng yêu cầu làm rõ việc DN tặng xe cho Đà Nẵng, Cà Mau",https://vietnamnet.vn/thu-tuong-yeu-cau-lam-ro-viec-dn-tang-xe-cho-da-nang-ca-mau-359119.html,,"
                            01/03/2017   18:54 (GMT+07:00)
                        "
Thời sự,Chống tham nhũng,Sẽ thưởng ‘nóng’ những bài báo hay chống tham nhũng,https://vietnamnet.vn/se-thuong-nong-nhung-bai-bao-hay-chong-tham-nhung-359095.html,,"
                            01/03/2017   17:02 (GMT+07:00)
                        "
Thời sự,Chính trị,Quốc yến chào mừng Nhà vua và Hoàng hậu Nhật thăm Việt Nam,https://vietnamnet.vn/quoc-yen-chao-mung-nha-vua-va-hoang-hau-nhat-tham-viet-nam-359144.html,,"
                            01/03/2017   22:51 (GMT+07:00)
                        "
Thời sự,Chính trị,Chủ tịch Quốc hội hội kiến Nhà vua Nhật Bản,https://vietnamnet.vn/chu-tich-quoc-hoi-hoi-kien-nha-vua-nhat-ban-359111.html,,"
                            01/03/2017   18:27 (GMT+07:00)
                        "
Thời sự,Chính trị,Nhà vua Nhật Bản thăm Nhà lưu niệm Phan Bội Châu,https://vietnamnet.vn/nha-vua-nhat-ban-tham-nha-luu-niem-phan-boi-chau-359662.html,,"
                            04/03/2017   20:09 (GMT+07:00)
                        "
Thời sự,Quốc hội,Quốc hội và dấu mốc lịch sử quan trọng,https://vietnamnet.vn/quoc-hoi-va-dau-moc-lich-su-quan-trong-359152.html,,"
                            02/03/2017   12:04 (GMT+07:00)
                        "
Thời sự,Chính trị,"9 địa phương, 58 người nhà làm quan: Sai sẽ bị miễn nhiệm",https://vietnamnet.vn/9-dia-phuong-58-nguoi-nha-lam-quan-sai-se-bi-mien-nhiem-359124.html,,"
                            01/03/2017   19:48 (GMT+07:00)
                        "
Thời sự,Chính trị,Chính phủ khẩn trương báo cáo Tổng bí thư về Thứ trưởng Kim Thoa,https://vietnamnet.vn/chinh-phu-khan-truong-bao-cao-tong-bi-thu-ve-thu-truong-kim-thoa-359121.html,,"
                            01/03/2017   19:20 (GMT+07:00)
                        "
Thời sự,Chính trị,Nhà vua và Hoàng hậu Nhật Bản thăm Văn Miếu,https://vietnamnet.vn/nha-vua-va-hoang-hau-nhat-ban-tham-van-mieu-359247.html,,"
                            02/03/2017   15:12 (GMT+07:00)
                        "
Thời sự,Chính trị,Bộ trưởng Mai Tiến Dũng: Đề nghị ủng hộ TP.HCM dẹp vỉa hè,https://vietnamnet.vn/bo-truong-mai-tien-dung-de-nghi-ung-ho-tphcm-dep-via-he-359131.html,,"
                            01/03/2017   20:22 (GMT+07:00)
                        "
Thời sự,Chính trị,Trưởng Ban Tuyên giáo TƯ: 'Thành tựu ngành y có đóng góp lớn của Viện Pasteur',https://vietnamnet.vn/truong-ban-tuyen-giao-tu-thanh-tuu-nganh-y-co-dong-gop-lon-cua-vien-pasteur-358385.html,,"
                            25/02/2017   12:28 (GMT+07:00)
                        "
Thời sự,Quốc hội,"Bộ GD&ĐT: Sẽ không có phòng trong vụ, giảm 54 lãnh đạo",https://vietnamnet.vn/bo-gddt-se-khong-co-phong-trong-vu-giam-54-lanh-dao-359310.html,,"
                            02/03/2017   17:53 (GMT+07:00)
                        "
Thời sự,Chính trị,Vụ cháy 4 người chết: Phó Thủ tướng chỉ đạo gấp,https://vietnamnet.vn/vu-chay-4-nguoi-chet-pho-thu-tuong-chi-dao-gap-358487.html,,"
                            26/02/2017   16:41 (GMT+07:00)
                        "
Thời sự,Chính trị,'Tuyên Quang phải là hình mẫu về kinh tế lâm nghiệp',https://vietnamnet.vn/tuyen-quang-phai-la-hinh-mau-ve-kinh-te-lam-nghiep-358548.html,,"
                            26/02/2017   21:45 (GMT+07:00)
                        "
Thời sự,Quốc phòng,Bộ trưởng Quốc phòng làm việc với Quân khu 4 và Nghệ An,https://vietnamnet.vn/bo-truong-quoc-phong-lam-viec-voi-quan-khu-4-va-nghe-an-358527.html,,"
                            27/02/2017   00:16 (GMT+07:00)
                        "
Thời sự,Chính trị,Bà Hồ Thị Kim Thoa: Từ tổng giám đốc đến Thứ trưởng bị khiển trách,https://vietnamnet.vn/ba-ho-thi-kim-thoa-tu-tong-giam-doc-den-thu-truong-bi-khien-trach-358326.html,,"
                            26/02/2017   03:09 (GMT+07:00)
                        "
Thời sự,Chính trị,Bí thư HN: Cán bộ 'buôn' điện thoại khiến dân phải chờ nửa tiếng,https://vietnamnet.vn/bi-thu-hn-can-bo-buon-dien-thoai-khien-dan-phai-cho-nua-tieng-357686.html,,"
                            21/02/2017   21:51 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng bổ nhiệm lại 2 Thứ trưởng Bộ Công an, Quốc phòng",https://vietnamnet.vn/thu-tuong-bo-nhiem-lai-2-thu-truong-bo-cong-an-quoc-phong-357682.html,,"
                            21/02/2017   19:13 (GMT+07:00)
                        "
Thời sự,Chính trị,'Kỷ luật Đảng thạc sĩ nói xấu lãnh đạo trên mạng là đúng quy trình',https://vietnamnet.vn/ky-luat-dang-thac-si-noi-xau-lanh-dao-tren-mang-la-dung-quy-trinh-357706.html,,"
                            22/02/2017   01:00 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng mong cán bộ lão thành Quảng Ngãi ‘tiền hô hậu ủng’ cho sự phát triển,https://vietnamnet.vn/thu-tuong-mong-can-bo-lao-thanh-quang-ngai-tien-ho-hau-ung-cho-su-phat-trien-357690.html,,"
                            21/02/2017   22:34 (GMT+07:00)
                        "
Thời sự,Chính trị,Tuần sau báo cáo Thủ tướng phương án mở rộng Tân Sơn Nhất,https://vietnamnet.vn/tuan-sau-bao-cao-thu-tuong-phuong-an-mo-rong-tan-son-nhat-357889.html,,"
                            22/02/2017   18:10 (GMT+07:00)
                        "
Thời sự,Chính trị,Vụ Formosa: Xem xét kỷ luật ông Võ Kim Cự,https://vietnamnet.vn/vu-formosa-xem-xet-ky-luat-ong-vo-kim-cu-357881.html,,"
                            22/02/2017   17:33 (GMT+07:00)
                        "
Thời sự,Chính trị,Việt Nam thăm hỏi về Đại sứ Nga tại Liên Hợp Quốc đột tử,https://vietnamnet.vn/viet-nam-tham-hoi-ve-dai-su-nga-tai-lien-hop-quoc-dot-tu-357702.html,,"
                            21/02/2017   22:47 (GMT+07:00)
                        "
Thời sự,Chống tham nhũng,"'Nếu doanh nghiệp tặng xe sang, tôi nhận và báo cáo Thủ tướng'",https://vietnamnet.vn/neu-doanh-nghiep-tang-xe-sang-toi-nhan-va-bao-cao-thu-tuong-358493.html,,"
                            27/02/2017   07:36 (GMT+07:00)
                        "
Thời sự,Chính trị,Thủ tướng khen ekip thực hiện thành công ca ghép phổi đầu tiên,https://vietnamnet.vn/thu-tuong-khen-ekip-thuc-hien-thanh-cong-ca-ghep-phoi-dau-tien-358028.html,,"
                            23/02/2017   14:25 (GMT+07:00)
                        "
Thời sự,Chính trị,Ông Nguyễn Đức Chung: HN sẽ đưa bác sĩ sang Harvard đào tạo,https://vietnamnet.vn/ong-nguyen-duc-chung-hn-se-dua-bac-si-sang-harvard-dao-tao-358021.html,,"
                            23/02/2017   13:58 (GMT+07:00)
                        "
Giáo dục,Khoa học,"Luôn nhìn vào lịch sử để nhận ra bài học xây dựng, bảo vệ đất nước",https://vietnamnet.vn/luon-nhin-vao-lich-su-de-nhan-ra-bai-hoc-xay-dung-bao-ve-dat-nuoc-358022.html,,"
                            23/02/2017   15:36 (GMT+07:00)
                        "
Thời sự,Chính trị,Tổng bí thư tiếp Chủ tịch Hội đồng Liên bang Nga,https://vietnamnet.vn/tong-bi-thu-tiep-chu-tich-hoi-dong-lien-bang-nga-357899.html,,"
                            22/02/2017   19:09 (GMT+07:00)
                        "
Thời sự,Chính trị,VN yêu cầu sớm gặp nghi phạm mang hộ chiếu tên Đoàn Thị Hương,https://vietnamnet.vn/vn-yeu-cau-som-gap-nghi-pham-mang-ho-chieu-ten-doan-thi-huong-357920.html,,"
                            22/02/2017   23:25 (GMT+07:00)
                        "
Thời sự,Chính trị,"Gặp Bộ trưởng Kim Tiến, dân than phát sợ khi khám bệnh",https://vietnamnet.vn/gap-bo-truong-kim-tien-dan-than-phat-so-khi-kham-benh-357903.html,,"
                            22/02/2017   21:10 (GMT+07:00)
                        "
Thời sự,Chính trị,"9 địa phương, 58 người nhà làm quan",https://vietnamnet.vn/9-dia-phuong-58-nguoi-nha-lam-quan-356972.html,,"
                            17/02/2017   13:59 (GMT+07:00)
                        "
Thời sự,Chính trị,"Thủ tướng: Người tốt thường có lòng tự trọng, không đi xin bằng khen",https://vietnamnet.vn/thu-tuong-nguoi-tot-thuong-co-long-tu-trong-khong-di-xin-bang-khen-358031.html,,"
                            23/02/2017   14:43 (GMT+07:00)
                        "
Thời sự,Chính trị,Đại tá quân đội mong có đường dây nóng với Bí thư Hà Nội,https://vietnamnet.vn/dai-ta-quan-doi-mong-co-duong-day-nong-voi-bi-thu-ha-noi-355961.html,,"
                            11/02/2017   17:40 (GMT+07:00)
                        "
